rfc_number,rfc_title,publication_year,source_uri,target_uri,source_name,target_name,title_similarity,name_similarity,token_similarity,date_score,total_score,selected
6810,The Resource Public Key Infrastructure (RPKI) to Router Protocol,2013,/api/v1/doc/document/draft-ietf-sidr-rpki-rtr/,/api/v1/doc/document/draft-ymbk-rpki-rtr-protocol/,draft-ietf-sidr-rpki-rtr,draft-ymbk-rpki-rtr-protocol,0.5581395348837209,0.64,1.0,1.0,0.7111627906976744,True
6811,BGP Prefix Origin Validation,2013,/api/v1/doc/document/draft-ietf-sidr-pfx-validate/,/api/v1/doc/document/draft-pmohapat-sidr-pfx-validate/,draft-ietf-sidr-pfx-validate,draft-pmohapat-sidr-pfx-validate,1.0,0.8275862068965517,1.0,1.0,0.956896551724138,True
6824,TCP Extensions for Multipath Operation with Multiple Addresses,2013,/api/v1/doc/document/draft-ietf-mptcp-multiaddressed/,/api/v1/doc/document/draft-ford-mptcp-multiaddressed/,draft-ietf-mptcp-multiaddressed,draft-ford-mptcp-multiaddressed,1.0,0.8235294117647058,1.0,1.0,0.9558823529411765,True
6860,Hiding Transit-Only Networks in OSPF,2013,/api/v1/doc/document/draft-ietf-ospf-prefix-hiding/,/api/v1/doc/document/draft-yang-ospf-hiding/,draft-ietf-ospf-prefix-hiding,draft-yang-ospf-hiding,1.0,0.75,1.0,1.0,0.9374999999999999,True
6831,The Locator/ID Separation Protocol (LISP) for Multicast Environments,2013,/api/v1/doc/document/draft-ietf-lisp-multicast/,/api/v1/doc/document/draft-farinacci-lisp-multicast/,draft-ietf-lisp-multicast,draft-farinacci-lisp-multicast,0.6391752577319587,0.782608695652174,0.6,1.0,0.7032810398924249,True
6832,Interworking between Locator/ID Separation Protocol (LISP) and Non-LISP Sites,2013,/api/v1/doc/document/draft-ietf-lisp-interworking/,/api/v1/doc/document/draft-lewis-lisp-interworking/,draft-ietf-lisp-interworking,draft-lewis-lisp-interworking,0.43243243243243246,0.8275862068965517,0.5,1.0,0.6014911463187325,True
6833,Locator/ID Separation Protocol (LISP) Map-Server Interface,2013,/api/v1/doc/document/draft-ietf-lisp-ms/,/api/v1/doc/document/draft-fuller-lisp-ms/,draft-ietf-lisp-ms,draft-fuller-lisp-ms,0.4225352112676056,0.4444444444444444,0.5,1.0,0.5012519561815336,True
6835,The Locator/ID Separation Protocol Internet Groper (LIG),2013,/api/v1/doc/document/draft-ietf-lisp-lig/,/api/v1/doc/document/draft-farinacci-lisp-lig/,draft-ietf-lisp-lig,draft-farinacci-lisp-lig,0.6153846153846154,0.5454545454545454,0.5,1.0,0.6132867132867132,True
6836,Locator/ID Separation Protocol Alternative Logical Topology (LISP+ALT),2013,/api/v1/doc/document/draft-ietf-lisp-alt/,/api/v1/doc/document/draft-fuller-lisp-alt/,draft-ietf-lisp-alt,draft-fuller-lisp-alt,0.6666666666666666,0.5454545454545454,0.5714285714285714,1.0,0.6506493506493506,True
6844,DNS Certification Authority Authorization (CAA) Resource Record,2013,/api/v1/doc/document/draft-ietf-pkix-caa/,/api/v1/doc/document/draft-hallambaker-donotissue/,draft-ietf-pkix-caa,draft-hallambaker-donotissue,1.0,0.0,1.0,1.0,0.75,True
6852,Affirmation of the Modern Paradigm for Standards,2013,/api/v1/doc/document/draft-iab-modern-paradigm/,/api/v1/doc/document/draft-housley-iab-affirm-modern-stds-paradigm/,draft-iab-modern-paradigm,draft-housley-iab-affirm-modern-stds-paradigm,1.0,0.6521739130434783,1.0,1.0,0.9130434782608695,True
6850,Definitions of Managed Objects for Routing Bridges (RBridges),2013,/api/v1/doc/document/draft-ietf-trill-rbridge-mib/,/api/v1/doc/document/draft-zebrose-trill-rbridge-mib/,draft-ietf-trill-rbridge-mib,draft-zebrose-trill-rbridge-mib,0.2926829268292683,0.7857142857142857,0.6666666666666666,1.0,0.5614692218350754,True
6851,Internet Message Access Protocol (IMAP) - MOVE Extension,2013,/api/v1/doc/document/draft-ietf-imapmove-command/,/api/v1/doc/document/draft-gulbrandsen-imap-move/,draft-ietf-imapmove-command,draft-gulbrandsen-imap-move,0.5866666666666667,0.25,0.5,1.0,0.5265,True
6820,Address Resolution Problems in Large Data Center Networks,2013,/api/v1/doc/document/draft-ietf-armd-problem-statement/,/api/v1/doc/document/draft-narten-armd-problem-statement/,draft-ietf-armd-problem-statement,draft-narten-armd-problem-statement,0.3855421686746988,0.8717948717948718,0.6666666666666666,1.0,0.6247760271856657,True
6838,Media Type Specifications and Registration Procedures,2013,/api/v1/doc/document/draft-ietf-appsawg-media-type-regs/,/api/v1/doc/document/draft-freed-media-type-regs/,draft-ietf-appsawg-media-type-regs,draft-freed-media-type-regs,1.0,1.0,1.0,1.0,0.9999999999999999,True
6839,Additional Media Type Structured Syntax Suffixes,2013,/api/v1/doc/document/draft-ietf-appsawg-media-type-suffix-regs/,/api/v1/doc/document/draft-hansen-media-type-suffix-regs/,draft-ietf-appsawg-media-type-suffix-regs,draft-hansen-media-type-suffix-regs,1.0,1.0,1.0,1.0,0.9999999999999999,True
6864,Updated Specification of the IPv4 ID Field,2013,/api/v1/doc/document/draft-ietf-intarea-ipv4-id-update/,/api/v1/doc/document/draft-touch-intarea-ipv4-unique-id/,draft-ietf-intarea-ipv4-id-update,draft-touch-intarea-ipv4-unique-id,1.0,0.3888888888888889,1.0,1.0,0.8472222222222222,True
6872,The Common Log Format (CLF) for the Session Initiation Protocol (SIP): Framework and Information Model,2013,/api/v1/doc/document/draft-ietf-sipclf-problem-statement/,/api/v1/doc/document/draft-gurbani-sipclf-problem-statement/,draft-ietf-sipclf-problem-statement,draft-gurbani-sipclf-problem-statement,0.8024691358024691,0.8292682926829268,0.7,1.0,0.8084281842818428,True
6873,Format for the Session Initiation Protocol (SIP) Common Log Format (CLF),2013,/api/v1/doc/document/draft-ietf-sipclf-format/,/api/v1/doc/document/draft-salgueiro-sipclf-indexed-ascii/,draft-ietf-sipclf-format,draft-salgueiro-sipclf-indexed-ascii,1.0,0.15384615384615385,1.0,1.0,0.7884615384615384,True
6763,DNS-Based Service Discovery,2013,/api/v1/doc/document/draft-cheshire-dnsext-dns-sd/,/api/v1/doc/document/draft-cheshire-dnsext-nias/,draft-cheshire-dnsext-dns-sd,draft-cheshire-dnsext-nias,0.4,0.75,0.3333333333333333,-0.5,0.3841666666666667,True
6853,DHCPv6 Redundancy Deployment Considerations,2013,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-redundancy-consider/,/api/v1/doc/document/draft-jjmb-dhc-dhcpv6-redundancy-consider/,draft-ietf-dhc-dhcpv6-redundancy-consider,draft-jjmb-dhc-dhcpv6-redundancy-consider,1.0,0.9285714285714286,1.0,1.0,0.9821428571428571,True
6870,Pseudowire Preferential Forwarding Status Bit,2013,/api/v1/doc/document/draft-ietf-pwe3-redundancy-bit/,/api/v1/doc/document/draft-muley-dutta-pwe3-redundancy-bit/,draft-ietf-pwe3-redundancy-bit,draft-muley-dutta-pwe3-redundancy-bit,0.7555555555555555,0.717948717948718,0.6666666666666666,1.0,0.7528205128205128,True
6840,Clarifications and Implementation Notes for DNS Security (DNSSEC),2013,/api/v1/doc/document/draft-ietf-dnsext-dnssec-bis-updates/,/api/v1/doc/document/draft-weiler-dnsext-dnssec-bis-updates/,draft-ietf-dnsext-dnssec-bis-updates,draft-weiler-dnsext-dnssec-bis-updates,0.896551724137931,0.8372093023255814,0.75,1.0,0.8627506014434644,True
6874,Representing IPv6 Zone Identifiers in Address Literals and Uniform Resource Identifiers,2013,/api/v1/doc/document/draft-ietf-6man-uri-zoneid/,/api/v1/doc/document/draft-carpenter-6man-uri-zoneid/,draft-ietf-6man-uri-zoneid,draft-carpenter-6man-uri-zoneid,0.8627450980392157,0.8,0.75,1.0,0.8382352941176471,True
6866,Problem Statement for Renumbering IPv6 Hosts with Static Addresses in Enterprise Networks,2013,/api/v1/doc/document/draft-ietf-6renum-static-problem/,/api/v1/doc/document/draft-carpenter-6renum-static-problem/,draft-ietf-6renum-static-problem,draft-carpenter-6renum-static-problem,0.8516129032258064,0.8,0.7777777777777778,1.0,0.8387813620071685,True
6876,A Posture Transport Protocol over TLS (PT-TLS),2013,/api/v1/doc/document/draft-ietf-nea-pt-tls/,/api/v1/doc/document/draft-sangster-nea-pt-tls/,draft-ietf-nea-pt-tls,draft-sangster-nea-pt-tls,0.5255474452554745,0.75,0.5,1.0,0.6239963503649635,True
6879,"IPv6 Enterprise Network Renumbering Scenarios, Considerations, and Methods",2013,/api/v1/doc/document/draft-ietf-6renum-enterprise/,/api/v1/doc/document/draft-jiang-6renum-enterprise/,draft-ietf-6renum-enterprise,draft-jiang-6renum-enterprise,0.7878787878787878,0.7407407407407407,0.625,1.0,0.7647306397306397,True
6863,Analysis of OSPF Security According to the Keying and Authentication for Routing Protocols (KARP) Design Guide,2013,/api/v1/doc/document/draft-ietf-karp-ospf-analysis/,/api/v1/doc/document/draft-hartman-ospf-analysis/,draft-ietf-karp-ospf-analysis,draft-hartman-ospf-analysis,0.6829268292682927,1.0,1.0,1.0,0.8573170731707317,True
6883,IPv6 Guidance for Internet Content Providers and Application Service Providers,2013,/api/v1/doc/document/draft-ietf-v6ops-icp-guidance/,/api/v1/doc/document/draft-carpenter-v6ops-icp-guidance/,draft-ietf-v6ops-icp-guidance,draft-carpenter-v6ops-icp-guidance,0.9315068493150684,0.8,1.0,1.0,0.9191780821917809,True
6855,IMAP Support for UTF-8,2013,/api/v1/doc/document/draft-ietf-eai-5738bis/,/api/v1/doc/document/draft-ietf-eai-5378bis/,draft-ietf-eai-5738bis,draft-ietf-eai-5378bis,1.0,0.8571428571428571,1.0,1.0,0.9642857142857143,True
6885,Stringprep Revision and Problem Statement for the Preparation and Comparison of Internationalized Strings (PRECIS),2013,/api/v1/doc/document/draft-ietf-precis-problem-statement/,/api/v1/doc/document/draft-blanchet-precis-problem-statement/,draft-ietf-precis-problem-statement,draft-blanchet-precis-problem-statement,0.4966442953020134,0.8292682926829268,0.6666666666666666,1.0,0.6641403393899711,True
6884,RTP Payload Format for the Enhanced Variable Rate Narrowband-Wideband Codec (EVRC-NW),2013,/api/v1/doc/document/draft-ietf-avt-rtp-evrc-nw/,/api/v1/doc/document/draft-zfang-avt-rtp-evrc-nw/,draft-ietf-avt-rtp-evrc-nw,draft-zfang-avt-rtp-evrc-nw,0.9753086419753086,0.8461538461538461,1.0,1.0,0.9504273504273505,True
6907,Use Cases and Interpretations of Resource Public Key Infrastructure (RPKI) Objects for Issuers and Relying Parties,2013,/api/v1/doc/document/draft-ietf-sidr-usecases/,/api/v1/doc/document/draft-manderson-sidr-usecases/,draft-ietf-sidr-usecases,draft-manderson-sidr-usecases,0.8085106382978723,0.7619047619047619,0.5384615384615384,1.0,0.7619982854025408,True
6908,Deployment Considerations for Dual-Stack Lite,2013,/api/v1/doc/document/draft-ietf-softwire-dslite-deployment/,/api/v1/doc/document/draft-lee-softwire-dslite-deployment/,draft-ietf-softwire-dslite-deployment,draft-lee-softwire-dslite-deployment,1.0,0.7906976744186046,1.0,1.0,0.9476744186046512,True
6897,Multipath TCP (MPTCP) Application Interface Considerations,2013,/api/v1/doc/document/draft-ietf-mptcp-api/,/api/v1/doc/document/draft-scharf-mptcp-api/,draft-ietf-mptcp-api,draft-scharf-mptcp-api,0.8571428571428571,0.5,0.6666666666666666,1.0,0.744047619047619,True
6898,Link Management Protocol Behavior Negotiation and Configuration Modifications,2013,/api/v1/doc/document/draft-ietf-ccamp-lmp-behavior-negotiation/,/api/v1/doc/document/draft-li-ccamp-lmp-behavior-negotiation/,draft-ietf-ccamp-lmp-behavior-negotiation,draft-li-ccamp-lmp-behavior-negotiation,0.384,0.8888888888888888,0.75,1.0,0.6450222222222223,True
6905,"Requirements for Operations, Administration, and Maintenance (OAM) in Transparent Interconnection of Lots of Links (TRILL)",2013,/api/v1/doc/document/draft-ietf-trill-oam-req/,/api/v1/doc/document/draft-tissa-trill-oam-req/,draft-ietf-trill-oam-req,draft-tissa-trill-oam-req,0.7593582887700535,0.7,0.6666666666666666,1.0,0.7500445632798574,True
6877,464XLAT: Combination of Stateful and Stateless Translation,2013,/api/v1/doc/document/draft-ietf-v6ops-464xlat/,/api/v1/doc/document/draft-mawatari-v6ops-464xlat/,draft-ietf-v6ops-464xlat,draft-mawatari-v6ops-464xlat,1.0,0.7,1.0,1.0,0.9249999999999999,True
6901,JavaScript Object Notation (JSON) Pointer,2013,/api/v1/doc/document/draft-ietf-appsawg-json-pointer/,/api/v1/doc/document/draft-pbryan-zyp-json-pointer/,draft-ietf-appsawg-json-pointer,draft-pbryan-zyp-json-pointer,0.47058823529411764,0.8571428571428571,0.6666666666666666,1.0,0.6593837535014005,True
6902,JavaScript Object Notation (JSON) Patch,2013,/api/v1/doc/document/draft-ietf-appsawg-json-patch/,/api/v1/doc/document/draft-pbryan-json-patch/,draft-ietf-appsawg-json-patch,draft-pbryan-json-patch,0.425531914893617,1.0,1.0,1.0,0.7414893617021276,True
6915,Flow Identity Extension for HTTP-Enabled Location Delivery (HELD),2013,/api/v1/doc/document/draft-ietf-geopriv-flow-identity/,/api/v1/doc/document/draft-bellis-geopriv-flow-identity/,draft-ietf-geopriv-flow-identity,draft-bellis-geopriv-flow-identity,0.6736842105263158,0.7647058823529411,0.6666666666666666,1.0,0.7276676986584107,True
6916,Algorithm Agility Procedure for the Resource Public Key Infrastructure (RPKI),2013,/api/v1/doc/document/draft-ietf-sidr-algorithm-agility/,/api/v1/doc/document/draft-rgaglian-sidr-algorithm-agility/,draft-ietf-sidr-algorithm-agility,draft-rgaglian-sidr-algorithm-agility,0.6486486486486487,0.8717948717948718,0.6666666666666666,1.0,0.7431739431739431,True
6917,Media Resource Brokering,2013,/api/v1/doc/document/draft-ietf-mediactrl-mrb/,/api/v1/doc/document/draft-boulton-mediactrl-mrb/,draft-ietf-mediactrl-mrb,draft-boulton-mediactrl-mrb,1.0,0.375,1.0,1.0,0.8437499999999999,True
6891,Extension Mechanisms for DNS (EDNS(0)),2013,/api/v1/doc/document/draft-ietf-dnsext-rfc2671bis-edns0/,/api/v1/doc/document/draft-graff-dnsext-edns0bis/,draft-ietf-dnsext-rfc2671bis-edns0,draft-graff-dnsext-edns0bis,0.9855072463768116,0.45161290322580644,0.6,-0.5,0.6263814866760168,True
6895,Domain Name System (DNS) IANA Considerations,2013,/api/v1/doc/document/draft-ietf-dnsext-rfc6195bis/,/api/v1/doc/document/draft-eastlake-dnsext-6195bis/,draft-ietf-dnsext-rfc6195bis,draft-eastlake-dnsext-6195bis,1.0,0.5833333333333334,1.0,1.0,0.8958333333333334,True
6904,Encryption of Header Extensions in the Secure Real-time Transport Protocol (SRTP),2013,/api/v1/doc/document/draft-ietf-avtcore-srtp-encrypted-header-ext/,/api/v1/doc/document/draft-lennox-avtcore-srtp-encrypted-header-ext/,draft-ietf-avtcore-srtp-encrypted-header-ext,draft-lennox-avtcore-srtp-encrypted-header-ext,1.0,0.8620689655172413,1.0,1.0,0.9655172413793104,True
6914,SIMPLE Made Simple: An Overview of the IETF Specifications for Instant Messaging and Presence Using the Session Initiation Protocol (SIP),2013,/api/v1/doc/document/draft-ietf-simple-simple/,/api/v1/doc/document/draft-rosenberg-simple-simple/,draft-ietf-simple-simple,draft-rosenberg-simple-simple,1.0,0.631578947368421,1.0,1.0,0.9078947368421052,True
6909,IPv4 Traffic Offload Selector Option for Proxy Mobile IPv6,2013,/api/v1/doc/document/draft-ietf-netext-pmipv6-sipto-option/,/api/v1/doc/document/draft-gundavelli-netext-pmipv6-sipto-option/,draft-ietf-netext-pmipv6-sipto-option,draft-gundavelli-netext-pmipv6-sipto-option,0.9824561403508771,0.8444444444444444,0.875,1.0,0.9282163742690058,True
6911,RADIUS Attributes for IPv6 Access Networks,2013,/api/v1/doc/document/draft-ietf-radext-ipv6-access/,/api/v1/doc/document/draft-lourdelet-radext-ipv6-access/,draft-ietf-radext-ipv6-access,draft-lourdelet-radext-ipv6-access,1.0,0.7586206896551724,1.0,1.0,0.939655172413793,True
6926,DHCPv4 Bulk Leasequery,2013,/api/v1/doc/document/draft-ietf-dhc-dhcpv4-bulk-leasequery/,/api/v1/doc/document/draft-dtv-dhc-dhcpv4-bulk-leasequery/,draft-ietf-dhc-dhcpv4-bulk-leasequery,draft-dtv-dhc-dhcpv4-bulk-leasequery,0.9777777777777777,0.9166666666666666,0.75,1.0,0.9191666666666667,True
6926,DHCPv4 Bulk Leasequery,2013,/api/v1/doc/document/draft-ietf-dhc-dhcpv4-bulk-leasequery/,/api/v1/doc/document/draft-kinnear-dhc-dhcpv4-bulk-leasequery/,draft-ietf-dhc-dhcpv4-bulk-leasequery,draft-kinnear-dhc-dhcpv4-bulk-leasequery,0.7555555555555555,0.9166666666666666,0.75,1.0,0.8191666666666667,False
6928,Increasing TCP's Initial Window,2013,/api/v1/doc/document/draft-ietf-tcpm-initcwnd/,/api/v1/doc/document/draft-hkchu-tcpm-initcwnd/,draft-ietf-tcpm-initcwnd,draft-hkchu-tcpm-initcwnd,1.0,0.7619047619047619,1.0,1.0,0.9404761904761904,True
6887,Port Control Protocol (PCP),2013,/api/v1/doc/document/draft-ietf-pcp-base/,/api/v1/doc/document/draft-wing-pcp-base/,draft-ietf-pcp-base,draft-wing-pcp-base,0.8679245283018868,0.6666666666666666,0.5,1.0,0.7572327044025157,True
6887,Port Control Protocol (PCP),2013,/api/v1/doc/document/draft-wing-pcp-base/,/api/v1/doc/document/draft-wing-softwire-port-control-protocol/,draft-wing-pcp-base,draft-wing-softwire-port-control-protocol,1.0,0.15789473684210525,1.0,1.0,0.7894736842105263,True
6887,Port Control Protocol (PCP),2013,/api/v1/doc/document/draft-wing-pcp-base/,/api/v1/doc/document/draft-wing-pcp-proposed-packet-format/,draft-wing-pcp-base,draft-wing-pcp-proposed-packet-format,0.2962962962962963,0.35294117647058826,0.2,1.0,0.3615686274509804,False
6888,Common Requirements for Carrier-Grade NATs (CGNs),2013,/api/v1/doc/document/draft-ietf-behave-lsn-requirements/,/api/v1/doc/document/draft-nishitani-cgn/,draft-ietf-behave-lsn-requirements,draft-nishitani-cgn,0.6185567010309279,0.10526315789473684,0.2222222222222222,1.0,0.4491107493820462,True
6889,Analysis of Stateful 64 Translation,2013,/api/v1/doc/document/draft-ietf-behave-64-analysis/,/api/v1/doc/document/draft-penno-behave-64-analysis/,draft-ietf-behave-64-analysis,draft-penno-behave-64-analysis,0.8524590163934426,0.7586206896551724,0.6666666666666666,1.0,0.8065950631241755,True
6929,Remote Authentication Dial In User Service (RADIUS) Protocol Extensions,2013,/api/v1/doc/document/draft-ietf-radext-radius-extensions/,/api/v1/doc/document/draft-dekok-radext-radius-extensions/,draft-ietf-radext-radius-extensions,draft-dekok-radext-radius-extensions,1.0,0.8292682926829268,1.0,1.0,0.9573170731707318,True
6936,Applicability Statement for the Use of IPv6 UDP Datagrams with Zero Checksums,2013,/api/v1/doc/document/draft-ietf-6man-udpzero/,/api/v1/doc/document/draft-6man-udpzero/,draft-ietf-6man-udpzero,draft-6man-udpzero,0.3302752293577982,1.0,1.0,1.0,0.6986238532110092,True
6936,Applicability Statement for the Use of IPv6 UDP Datagrams with Zero Checksums,2013,/api/v1/doc/document/draft-ietf-6man-udpzero/,/api/v1/doc/document/draft-fairhurst-tsvwg-6man-udpzero/,draft-ietf-6man-udpzero,draft-fairhurst-tsvwg-6man-udpzero,0.3302752293577982,0.56,0.3333333333333333,1.0,0.4552905198776759,False
6941,MPLS Transport Profile (MPLS-TP) Security Framework,2013,/api/v1/doc/document/draft-ietf-mpls-tp-security-framework/,/api/v1/doc/document/draft-fang-mpls-tp-security-framework/,draft-ietf-mpls-tp-security-framework,draft-fang-mpls-tp-security-framework,0.6933333333333334,0.8936170212765957,0.6666666666666666,1.0,0.7687375886524822,True
6944,Applicability Statement: DNS Security (DNSSEC) DNSKEY Algorithm Implementation Status,2013,/api/v1/doc/document/draft-ietf-dnsext-dnssec-algo-imp-status/,/api/v1/doc/document/draft-srose-dnssec-algo-imp-status/,draft-ietf-dnsext-dnssec-algo-imp-status,draft-srose-dnssec-algo-imp-status,1.0,1.0,1.0,1.0,0.9999999999999999,True
6923,MPLS Transport Profile (MPLS-TP) Identifiers Following ITU-T Conventions,2013,/api/v1/doc/document/draft-ietf-mpls-tp-itu-t-identifiers/,/api/v1/doc/document/draft-win-mpls-tp-itu-t-identifiers/,draft-ietf-mpls-tp-itu-t-identifiers,draft-win-mpls-tp-itu-t-identifiers,0.8034188034188035,0.8888888888888888,0.7142857142857143,1.0,0.8266178266178267,True
6937,Proportional Rate Reduction for TCP,2013,/api/v1/doc/document/draft-ietf-tcpm-proportional-rate-reduction/,/api/v1/doc/document/draft-mathis-tcpm-proportional-rate-reduction/,draft-ietf-tcpm-proportional-rate-reduction,draft-mathis-tcpm-proportional-rate-reduction,1.0,0.9152542372881356,1.0,1.0,0.9788135593220338,True
6938,"Deprecation of BGP Path Attributes: DPA, ADVERTISER, and RCID_PATH / CLUSTER_ID",2013,/api/v1/doc/document/draft-ietf-idr-deprecate-dpa-etal/,/api/v1/doc/document/draft-scudder-deprecate-dpa-etal/,draft-ietf-idr-deprecate-dpa-etal,draft-scudder-deprecate-dpa-etal,1.0,1.0,1.0,1.0,0.9999999999999999,True
6946,"Processing of IPv6 ""Atomic"" Fragments",2013,/api/v1/doc/document/draft-ietf-6man-ipv6-atomic-fragments/,/api/v1/doc/document/draft-gont-6man-ipv6-atomic-fragments/,draft-ietf-6man-ipv6-atomic-fragments,draft-gont-6man-ipv6-atomic-fragments,1.0,0.8936170212765957,1.0,1.0,0.973404255319149,True
6947,The Session Description Protocol (SDP) Alternate Connectivity (ALTC) Attribute,2013,/api/v1/doc/document/draft-boucadair-mmusic-altc/,/api/v1/doc/document/draft-boucadair-mmusic-ccap/,draft-boucadair-mmusic-altc,draft-boucadair-mmusic-ccap,0.8275862068965517,0.7272727272727273,0.5555555555555556,1.0,0.7653430860327413,True
6933,Entity MIB (Version 4),2013,/api/v1/doc/document/draft-ietf-eman-rfc4133bis/,/api/v1/doc/document/draft-chandramouli-eman-rfc4133bis/,draft-ietf-eman-rfc4133bis,draft-chandramouli-eman-rfc4133bis,1.0,0.8,1.0,1.0,0.9500000000000001,True
6959,Source Address Validation Improvement (SAVI) Threat Scope,2013,/api/v1/doc/document/draft-ietf-savi-threat-scope/,/api/v1/doc/document/draft-mcpherson-savi-threat-scope/,draft-ietf-savi-threat-scope,draft-mcpherson-savi-threat-scope,0.4722222222222222,0.8275862068965517,0.6666666666666666,1.0,0.6527298850574712,True
6957,Duplicate Address Detection Proxy,2013,/api/v1/doc/document/draft-ietf-6man-dad-proxy/,/api/v1/doc/document/draft-costa-6man-dad-proxy/,draft-ietf-6man-dad-proxy,draft-costa-6man-dad-proxy,1.0,0.782608695652174,1.0,1.0,0.9456521739130436,True
6967,Analysis of Potential Solutions for Revealing a Host Identifier (HOST_ID) in Shared Address Deployments,2013,/api/v1/doc/document/draft-ietf-intarea-nat-reveal-analysis/,/api/v1/doc/document/draft-boucadair-intarea-nat-reveal-analysis/,draft-ietf-intarea-nat-reveal-analysis,draft-boucadair-intarea-nat-reveal-analysis,0.8210526315789474,0.8260869565217391,0.75,1.0,0.8259954233409611,True
6969,OSPFv3 Instance ID Registry Update,2013,/api/v1/doc/document/draft-ietf-ospf-ospfv3-iid-registry-update/,/api/v1/doc/document/draft-retana-ospf-ospfv3-iid-registry-update/,draft-ietf-ospf-ospfv3-iid-registry-update,draft-retana-ospf-ospfv3-iid-registry-update,1.0,0.9122807017543859,1.0,1.0,0.9780701754385964,True
6977,Triggering DHCPv6 Reconfiguration from Relay Agents,2013,/api/v1/doc/document/draft-ietf-dhc-triggered-reconfigure/,/api/v1/doc/document/draft-boucadair-dhc-triggered-reconfigure/,draft-ietf-dhc-triggered-reconfigure,draft-boucadair-dhc-triggered-reconfigure,0.5473684210526316,0.9130434782608695,0.6666666666666666,1.0,0.707909992372235,True
