rfc_uri,rfc_number,rfc_name,rfc_title,publication_time,final_draft_uri,draft_uri,lineage_depth,draft_name,latest_rev,draft_title,draft_type,revision_count,publication_year,is_final_draft
/api/v1/doc/document/rfc3051/,3051,rfc3051,IP Payload Compression Using ITU-T V.44 Packet Method,2001-01-01 08:00:00+00:00,/api/v1/doc/document/draft-heath-ipcomp-v44/,/api/v1/doc/document/draft-heath-ipcomp-v44/,0,draft-heath-ipcomp-v44,00,IP Payload Compression Using ITU-T V.44 Packet Method,/api/v1/name/doctypename/draft/,1,2001,True
/api/v1/doc/document/rfc3052/,3052,rfc3052,Service Management Architectures Issues and Review,2001-01-01 08:00:00+00:00,/api/v1/doc/document/draft-irtf-nsmrg-sm-issues/,/api/v1/doc/document/draft-irtf-nsmrg-sm-issues/,0,draft-irtf-nsmrg-sm-issues,00,Service Management Architectures Issues and Review,/api/v1/name/doctypename/draft/,1,2001,True
/api/v1/doc/document/rfc3053/,3053,rfc3053,IPv6 Tunnel Broker,2001-01-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-ngtrans-broker/,/api/v1/doc/document/draft-ietf-ngtrans-broker/,0,draft-ietf-ngtrans-broker,05,IPv6 Tunnel Broker,/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc3054/,3054,rfc3054,Megaco IP Phone Media Gateway Application Profile,2001-01-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-megaco-ipphone/,/api/v1/doc/document/draft-blatherwick-megaco-ipphone/,1,draft-blatherwick-megaco-ipphone,00,Megaco IP Phone Media Gateway,/api/v1/name/doctypename/draft/,1,2001,False
/api/v1/doc/document/rfc3054/,3054,rfc3054,Megaco IP Phone Media Gateway Application Profile,2001-01-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-megaco-ipphone/,/api/v1/doc/document/draft-ietf-megaco-ipphone/,0,draft-ietf-megaco-ipphone,03,Megaco IP Phone Media Gateway Application Profile,/api/v1/name/doctypename/draft/,4,2001,True
/api/v1/doc/document/rfc3066/,3066,rfc3066,Tags for the Identification of Languages,2001-01-01 08:00:00+00:00,/api/v1/doc/document/draft-alvestrand-lang-tag-v2/,/api/v1/doc/document/draft-alvestrand-lang-tag-v2/,0,draft-alvestrand-lang-tag-v2,04,Tags for the Identification of Languages,/api/v1/name/doctypename/draft/,5,2001,True
/api/v1/doc/document/rfc3025/,3025,rfc3025,Mobile IP Vendor/Organization-Specific Extensions,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-mobileip-vendor-ext/,/api/v1/doc/document/draft-ietf-mobileip-vendor-ext/,0,draft-ietf-mobileip-vendor-ext,11,Mobile IP Vendor/Organization-Specific Extensions,/api/v1/name/doctypename/draft/,12,2001,True
/api/v1/doc/document/rfc3029/,3029,rfc3029,Internet X.509 Public Key Infrastructure Data Validation and Certification Server Protocols,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-pkix-dcs/,/api/v1/doc/document/draft-ietf-pkix-dcs/,0,draft-ietf-pkix-dcs,07,Internet X.509 Public Key Infrastructure Data Validation and Certification Server Protocols,/api/v1/name/doctypename/draft/,8,2001,True
/api/v1/doc/document/rfc3055/,3055,rfc3055,Management Information Base for the PINT Services Architecture,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-pint-mib/,/api/v1/doc/document/draft-ietf-pint-mib/,0,draft-ietf-pint-mib,05,Management Information Base for the PINT Services Architecture,/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc3056/,3056,rfc3056,Connection of IPv6 Domains via IPv4 Clouds,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-ngtrans-6to4/,/api/v1/doc/document/draft-ietf-ngtrans-6to4/,0,draft-ietf-ngtrans-6to4,07,Connection of IPv6 Domains via IPv4 Clouds,/api/v1/name/doctypename/draft/,8,2001,True
/api/v1/doc/document/rfc3057/,3057,rfc3057,ISDN Q.921-User Adaptation Layer,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-sigtran-iua/,/api/v1/doc/document/draft-ietf-sigtran-iua/,0,draft-ietf-sigtran-iua,10,ISDN Q.921-User Adaptation Layer,/api/v1/name/doctypename/draft/,11,2001,True
/api/v1/doc/document/rfc3058/,3058,rfc3058,Use of the IDEA Encryption Algorithm in CMS,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-smime-idea/,/api/v1/doc/document/draft-ietf-smime-idea/,0,draft-ietf-smime-idea,07,Use of the IDEA Encryption Algorithm in CMS,/api/v1/name/doctypename/draft/,8,2001,True
/api/v1/doc/document/rfc3059/,3059,rfc3059,Attribute List Extension for the Service Location Protocol,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-guttman-svrloc-attrlist-ext/,/api/v1/doc/document/draft-guttman-svrloc-attrlist-ext/,0,draft-guttman-svrloc-attrlist-ext,05,Attribute List Extension for the Service Location Protocol,/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc3060/,3060,rfc3060,Policy Core Information Model -- Version 1 Specification,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-policy-core-info-model/,/api/v1/doc/document/draft-ietf-policy-core-info-model/,0,draft-ietf-policy-core-info-model,08,Policy Core Information Model -- Version 1 Specification,/api/v1/name/doctypename/draft/,9,2001,True
/api/v1/doc/document/rfc3061/,3061,rfc3061,A URN Namespace of Object Identifiers,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-mealling-rfc3001bis/,/api/v1/doc/document/draft-mealling-rfc3001bis/,0,draft-mealling-rfc3001bis,01,A URN Namespace of Object Identifiers,/api/v1/name/doctypename/draft/,2,2001,True
/api/v1/doc/document/rfc3062/,3062,rfc3062,LDAP Password Modify Extended Operation,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-zeilenga-ldap-passwd-exop/,/api/v1/doc/document/draft-zeilenga-ldap-passwd-exop/,0,draft-zeilenga-ldap-passwd-exop,05,LDAP Password Modify Extended Operation,/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc3063/,3063,rfc3063,MPLS Loop Prevention Mechanism,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-mpls-loop-prevention/,/api/v1/doc/document/draft-ietf-mpls-loop-prevention/,0,draft-ietf-mpls-loop-prevention,03,MPLS Loop Prevention Mechanism,/api/v1/name/doctypename/draft/,4,2001,True
/api/v1/doc/document/rfc3064/,3064,rfc3064,MGCP CAS Packages,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-foster-mgcp-cas-packages/,/api/v1/doc/document/draft-foster-mgcp-cas-packages/,0,draft-foster-mgcp-cas-packages,00,MGCP CAS Packages,/api/v1/name/doctypename/draft/,1,2001,True
/api/v1/doc/document/rfc3065/,3065,rfc3065,Autonomous System Confederations for BGP,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-idr-bgp-confed-rfc1965bis/,/api/v1/doc/document/draft-ietf-idr-bgp-confed-rfc1965bis/,0,draft-ietf-idr-bgp-confed-rfc1965bis,01,Autonomous System Confederations for BGP,/api/v1/name/doctypename/draft/,2,2001,True
/api/v1/doc/document/rfc3067/,3067,rfc3067,TERENA'S Incident Object Description and Exchange Format Requirements,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-terena-itdwg-iodef-requirements/,/api/v1/doc/document/draft-terena-itdwg-iodef-requirements/,0,draft-terena-itdwg-iodef-requirements,00,TERENA'S Incident Object Description and Exchange Format Requirements,/api/v1/name/doctypename/draft/,1,2001,True
/api/v1/doc/document/rfc3069/,3069,rfc3069,VLAN Aggregation for Efficient IP Address Allocation,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-mcpherson-vlan-ipagg/,/api/v1/doc/document/draft-mcpherson-vlan-ipagg/,0,draft-mcpherson-vlan-ipagg,02,VLAN Aggregation for Efficient IP Address Allocation,/api/v1/name/doctypename/draft/,3,2001,True
/api/v1/doc/document/rfc3070/,3070,rfc3070,Layer Two Tunneling Protocol (L2TP) over Frame Relay,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-l2tpext-fr/,/api/v1/doc/document/draft-ietf-l2tpext-fr/,0,draft-ietf-l2tpext-fr,01,Layer Two Tunneling Protocol (L2TP) over Frame Relay,/api/v1/name/doctypename/draft/,2,2001,True
/api/v1/doc/document/rfc3071/,3071,rfc3071,"Reflections on the DNS, RFC 1591, and Categories of Domains",2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-klensin-1591-reflections/,/api/v1/doc/document/draft-klensin-1591-reflections/,0,draft-klensin-1591-reflections,04,"Reflections on the DNS, RFC 1591, and Categories of Domains",/api/v1/name/doctypename/draft/,5,2001,True
/api/v1/doc/document/rfc3074/,3074,rfc3074,DHC Load Balancing Algorithm,2001-02-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-dhc-loadb/,/api/v1/doc/document/draft-ietf-dhc-loadb/,0,draft-ietf-dhc-loadb,03,DHC Load Balancing Algorithm,/api/v1/name/doctypename/draft/,4,2001,True
/api/v1/doc/document/rfc2919/,2919,rfc2919,List-Id: A Structured Field and Namespace for the Identification of Mailing Lists,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-chandhok-listid/,/api/v1/doc/document/draft-chandhok-listid/,0,draft-chandhok-listid,04,List-Id: A Structured Field and Namespace for the Identification of Mailing Lists,/api/v1/name/doctypename/draft/,5,2001,True
/api/v1/doc/document/rfc3072/,3072,rfc3072,Structured Data Exchange Format (SDXF),2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-wildgrube-sdxf/,/api/v1/doc/document/draft-wildgrube-sdxf/,0,draft-wildgrube-sdxf,08,Structured Data Exchange Format (SDXF),/api/v1/name/doctypename/draft/,9,2001,True
/api/v1/doc/document/rfc3073/,3073,rfc3073,Portable Font Resource (PFR) - application/font-tdpfr MIME Sub-type Registration,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-collins-pfr/,/api/v1/doc/document/draft-collins-pfr/,0,draft-collins-pfr,00,Portable Font Resource (PFR) - application/font-tdpfr MIME Sub-type Registration,/api/v1/name/doctypename/draft/,1,2001,True
/api/v1/doc/document/rfc3075/,3075,rfc3075,XML-Signature Syntax and Processing,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-xmldsig-core/,/api/v1/doc/document/draft-ietf-xmldsig-core/,0,draft-ietf-xmldsig-core,11,XML-Signature Syntax and Processing,/api/v1/name/doctypename/draft/,12,2001,True
/api/v1/doc/document/rfc3076/,3076,rfc3076,Canonical XML Version 1.0,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-xmldsig-canonical/,/api/v1/doc/document/draft-ietf-xmldsig-canonical/,0,draft-ietf-xmldsig-canonical,01,Canonical XML Version 1.0,/api/v1/name/doctypename/draft/,2,2001,True
/api/v1/doc/document/rfc3077/,3077,rfc3077,A Link-Layer Tunneling Mechanism for Unidirectional Links,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-udlr-lltunnel/,/api/v1/doc/document/draft-ietf-udlr-lltunnel/,0,draft-ietf-udlr-lltunnel,06,A Link-Layer Tunneling Mechanism for Unidirectional Links,/api/v1/name/doctypename/draft/,7,2001,True
/api/v1/doc/document/rfc3078/,3078,rfc3078,Microsoft Point-To-Point Encryption (MPPE) Protocol,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-pppext-mppe/,/api/v1/doc/document/draft-ietf-pppext-mppe/,0,draft-ietf-pppext-mppe,05,Microsoft Point-To-Point Encryption (MPPE) Protocol,/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc3079/,3079,rfc3079,Deriving Keys for use with Microsoft Point-to-Point Encryption (MPPE),2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-pppext-mppe-keys/,/api/v1/doc/document/draft-ietf-pppext-mppe-keys/,0,draft-ietf-pppext-mppe-keys,03,Deriving Keys for use with Microsoft Point-to-Point Encryption (MPPE),/api/v1/name/doctypename/draft/,4,2001,True
/api/v1/doc/document/rfc3080/,3080,rfc3080,The Blocks Extensible Exchange Protocol Core,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-beep-framework/,/api/v1/doc/document/draft-ietf-beep-framework/,0,draft-ietf-beep-framework,11,The Blocks Extensible Exchange Protocol Core,/api/v1/name/doctypename/draft/,12,2001,True
/api/v1/doc/document/rfc3081/,3081,rfc3081,Mapping the BEEP Core onto TCP,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-beep-tcpmapping/,/api/v1/doc/document/draft-ietf-beep-tcpmapping/,0,draft-ietf-beep-tcpmapping,06,Mapping the BEEP Core onto TCP,/api/v1/name/doctypename/draft/,7,2001,True
/api/v1/doc/document/rfc3082/,3082,rfc3082,Notification and Subscription for SLP,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-kempf-srvloc-notify/,/api/v1/doc/document/draft-kempf-srvloc-notify/,0,draft-kempf-srvloc-notify,05,Notification and Subscription for SLP,/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc3083/,3083,rfc3083,Baseline Privacy Interface Management Information Base for DOCSIS Compliant Cable Modems and Cable Modem Termination Systems,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-ipcdn-mcns-bpi-mib/,/api/v1/doc/document/draft-ietf-ipcdn-mcns-bpi-mib/,0,draft-ietf-ipcdn-mcns-bpi-mib,01,Baseline Privacy Interface Management Information Base for DOCSIS Compliant Cable Modems and Cable Modem Termination Systems,/api/v1/name/doctypename/draft/,2,2001,True
/api/v1/doc/document/rfc3084/,3084,rfc3084,COPS Usage for Policy Provisioning (COPS-PR),2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-rap-pr/,/api/v1/doc/document/draft-ietf-rap-pr/,0,draft-ietf-rap-pr,05,COPS Usage for Policy Provisioning (COPS-PR),/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc3085/,3085,rfc3085,URN Namespace for NewsML Resources,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-iptc-newsml-urn/,/api/v1/doc/document/draft-iptc-newsml-urn/,0,draft-iptc-newsml-urn,01,URN Namespace for NewsML Resources,/api/v1/name/doctypename/draft/,2,2001,True
/api/v1/doc/document/rfc3090/,3090,rfc3090,DNS Security Extension Clarification on Zone Status,2001-03-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-dnsext-zone-status/,/api/v1/doc/document/draft-ietf-dnsext-zone-status/,0,draft-ietf-dnsext-zone-status,05,DNS Security Extension Clarification on Zone Status,/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc2821/,2821,rfc2821,Simple Mail Transfer Protocol,2001-04-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-drums-smtpupd/,/api/v1/doc/document/draft-ietf-drums-smtpupd/,0,draft-ietf-drums-smtpupd,13,Simple Mail Transfer Protocol,/api/v1/name/doctypename/draft/,14,2001,True
/api/v1/doc/document/rfc2822/,2822,rfc2822,Internet Message Format,2001-04-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-drums-msg-fmt/,/api/v1/doc/document/draft-ietf-drums-msg-fmt/,0,draft-ietf-drums-msg-fmt,09,Internet Message Format,/api/v1/name/doctypename/draft/,10,2001,True
/api/v1/doc/document/rfc2961/,2961,rfc2961,RSVP Refresh Overhead Reduction Extensions,2001-04-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-rsvp-refresh-reduct/,/api/v1/doc/document/draft-ietf-rsvp-refresh-reduct/,0,draft-ietf-rsvp-refresh-reduct,05,RSVP Refresh Overhead Reduction Extensions,/api/v1/name/doctypename/draft/,6,2001,True
/api/v1/doc/document/rfc3086/,3086,rfc3086,Definition of Differentiated Services Per Domain Behaviors and Rules for their Specification,2001-04-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-diffserv-pdb-def/,/api/v1/doc/document/draft-ietf-diffserv-pdb-def/,0,draft-ietf-diffserv-pdb-def,03,Definition of Differentiated Services Per Domain Behaviors and Rules for their Specification,/api/v1/name/doctypename/draft/,4,2001,True
/api/v1/doc/document/rfc3087/,3087,rfc3087,Control of Service Context using SIP Request-URI,2001-04-01 08:00:00+00:00,/api/v1/doc/document/draft-campbell-sip-service-control/,/api/v1/doc/document/draft-campbell-sip-service-control/,0,draft-campbell-sip-service-control,03,Control of Service Context using SIP Request-URI,/api/v1/name/doctypename/draft/,4,2001,True
/api/v1/doc/document/rfc3088/,3088,rfc3088,OpenLDAP Root Service An experimental LDAP referral service,2001-04-01 08:00:00+00:00,/api/v1/doc/document/draft-zeilenga-ldap-root/,/api/v1/doc/document/draft-zeilenga-ldap-root/,0,draft-zeilenga-ldap-root,02,OpenLDAP Root Service An experimental LDAP referral service,/api/v1/name/doctypename/draft/,3,2001,True
/api/v1/doc/document/rfc3089/,3089,rfc3089,A SOCKS-based IPv6/IPv4 Gateway Mechanism,2001-04-01 08:00:00+00:00,/api/v1/doc/document/draft-ietf-ngtrans-socks-gateway/,/api/v1/doc/document/draft-ietf-ngtrans-socks-gateway/,0,draft-ietf-ngtrans-socks-gateway,06,A SOCKS-based IPv6/IPv4 Gateway Mechanism,/api/v1/name/doctypename/draft/,7,2001,True
